QB,RB,RB,WR,WR,WR,TE,FLEX,DST,QB Team ,RB Team ,RB Team ,WR Team ,WR Team ,WR Team ,TE Team ,FLEX Team ,DST Team ,QB Salary ,RB Salary ,RB Salary ,WR Salary ,WR Salary ,WR Salary ,TE Salary ,FLEX Salary ,DST Salary ,Projected Value,Scenario,Iteration,Actual
Josh McCown,Jerick McKinnon,Samaje Perine,Andre Holmes,Laquon Treadwell,Ricardo Louis,Ben Koyack,Tyler Higbee,Bears ,NYJ,MIN,WAS,BUF,MIN,CLE,JAX,LAR,CHI,4500,3200,3800,3000,3300,3000,2500,2600,2200,34.58,Scenario20,28,48.64
Mike Glennon,De'Angelo Henderson,Chris Ivory,Austin Carr,Vince Mayle,Isaiah McKenzie,Ifeanyi Momah,Braxton Miller,Colts ,CHI,DEN,JAX,NO,BAL,DEN,ARI,HOU,IND,4600,3600,3600,3100,3000,3000,2500,3400,2300,23.39,Scenario20,29,39.44
Deshaun Watson,James Conner,Danny Woodhead,Willie Snead,Kendrick Bourne,Chris Moore,Luke Stocker,Josh Hill,Browns ,HOU,PIT,BAL,NO,SF,BAL,TB,NO,CLE,4400,4500,4500,4500,3000,3000,2500,2500,2400,16.83,Scenario20,30,30.5
Jacoby Brissett,Malcolm Brown,DeAndre Washington,Curtis Samuel,Shelton Gibson,Jared Abbrederis,C.J. Fiedorowicz,Vernon Davis,Jets ,IND,LAR,OAK,CAR,PHI,DET,HOU,WAS,NYJ,4500,3900,4000,3200,3000,3000,3100,3000,2000,14.6,Scenario20,31,16.94
Case Keenum,Eddie Lacy,Alfred Blue,Trent Taylor,Jalin Marshall,Chad Hansen,Dion Sims,Nick Vannett,Saints ,MIN,SEA,HOU,SF,NYJ,NYJ,CHI,SEA,NO,4500,4200,4200,3000,3000,3000,2500,2500,2100,10.67,Scenario20,32,7.32
Matt Ryan,Ezekiel Elliott,Ty Montgomery,Kenny Golladay,Keenan Allen,Cooper Kupp,Rob Gronkowski,Travis Kelce,Steelers ,ATL,DAL,GB,DET,LAC,LAR,NE,KC,PIT,7500,7800,5800,4000,5800,4100,6900,5100,3000,159.24,Scenario21,1,142.08
Aaron Rodgers,Tarik Cohen,LeSean McCoy,A.J. Green,J.J. Nelson,Doug Baldwin,Delanie Walker,Jonathan Stewart,Patriots ,GB,CHI,BUF,CIN,ARI,SEA,TEN,CAR,NE,7400,4100,8600,7800,3800,6700,4700,4400,2500,151.27,Scenario21,2,118.42
Philip Rivers,C.J. Anderson,Terrance West,Marvin Jones Jr.,Julio Jones,Demaryius Thomas,Charles Clay,Le'Veon Bell,49ers ,LAC,DEN,BAL,DET,ATL,DEN,BUF,PIT,SF,5800,4700,5100,4200,9200,5900,3000,9800,2300,148.46,Scenario21,3,133.14
Tom Brady,Melvin Gordon,Jacquizz Rodgers,Tyrell Williams,DeAndre Hopkins,T.Y. Hilton,Tyler Eifert,Larry Fitzgerald,Cardinals ,NE,LAC,TB,LAC,HOU,IND,CIN,ARI,ARI,7900,7000,4400,4700,5800,5300,4300,6500,4100,146.15,Scenario21,4,122.18
Ben Roethlisberger,Jay Ajayi,Charles Sims,Davante Adams,Jordy Nelson,Corey Coleman,Zach Ertz,Terrelle Pryor Sr.,Raiders ,PIT,MIA,TB,GB,GB,CLE,PHI,WAS,OAK,6700,6400,3900,5600,7900,4700,5300,6000,3500,143.14,Scenario21,5,91.52
Drew Brees,Leonard Fournette,Devonta Freeman,Allen Hurns,Rishard Matthews,Jordan Matthews,Cameron Brate,Antonio Brown,Ravens ,NO,JAX,ATL,JAX,TEN,BUF,TB,PIT,BAL,7700,6500,7300,3900,4600,3900,3000,9400,3700,140.51,Scenario21,6,129.34
Carson Palmer,Todd Gurley II,Jordan Howard,DeSean Jackson,Emmanuel Sanders,Mike Evans,Greg Olsen,Eric Decker,Panthers ,ARI,LAR,CHI,TB,DEN,TB,CAR,TEN,CAR,6000,6800,5900,4900,5200,7700,5500,4400,3600,138.78,Scenario21,7,119.48
Joe Flacco,Marshawn Lynch,Kareem Hunt,Jeremy Maclin,Brandin Cooks,Jarvis Landry,Kyle Rudolph,Dalvin Cook,Buccaneers ,BAL,OAK,KC,BAL,NE,MIA,MIN,MIN,TB,5200,6000,6800,5000,8200,5500,4200,5900,3200,135.25,Scenario21,8,128.88
Kirk Cousins,Christian McCaffrey,Ameer Abdullah,Amari Cooper,Golden Tate,Michael Thomas,Eric Ebron,DeVante Parker,Broncos ,WAS,CAR,DET,OAK,DET,NO,DET,MIA,DEN,6100,5600,4100,8100,6800,7500,3000,5400,3400,132.31,Scenario21,9,96.9
Jameis Winston,Mike Gillislee,Theo Riddick,Tyreek Hill,Michael Crabtree,Randall Cobb,Jordan Reed,Carlos Hyde,Seahawks ,TB,NE,DET,KC,OAK,GB,WAS,SF,SEA,6300,5700,4500,6200,7100,5900,5200,4900,4000,125.23,Scenario21,10,124.76
Russell Wilson,LeGarrette Blount,DeMarco Murray,Alshon Jeffery,Stefon Diggs,Pierre Garcon,Jimmy Graham,Martavis Bryant,Titans ,SEA,PHI,TEN,PHI,MIN,SF,SEA,PIT,TEN,6800,4400,6300,5700,6100,4900,4900,5500,3300,118.09,Scenario21,11,81.92
Derek Carr,Mark Ingram,James White,Brandon Marshall,Sammy Watkins,Kelvin Benjamin,Austin Hooper,Ted Ginn Jr.,Jaguars ,OAK,NO,NE,NYG,LAR,CAR,ATL,NO,JAX,7200,4900,4000,5000,5200,5600,3500,4800,3100,113.78,Scenario21,12,78.9
Alex Smith,Bilal Powell,Isaiah Crowell,Odell Beckham Jr.,Nelson Agholor,Adam Thielen,Jason Witten,Jamison Crowder,Texans ,KC,NYJ,CLE,NYG,PHI,MIN,DAL,WAS,HOU,5700,5000,4900,8000,4400,5000,3400,4900,3100,110.11,Scenario21,13,88.54
Matthew Stafford,Shane Vereen,Tevin Coleman,Sterling Shepard,Mike Wallace,Chris Hogan,Zach Miller,Mohamed Sanu,Rams ,DET,NYG,ATL,NYG,BAL,NE,CHI,ATL,LAR,5800,4000,5300,4700,3900,5600,2900,4500,3000,105.32,Scenario21,14,86.38
Blake Bortles,Lamar Miller,Darren Sproles,Marqise Lee,Travis Benjamin,Corey Davis,Evan Engram,Kerwynn Williams,Bengals ,JAX,HOU,PHI,JAX,LAC,TEN,NYG,ARI,CIN,4400,5300,3900,3800,3500,4100,3200,4800,3900,99.79,Scenario21,15,75.48
Tyrod Taylor,Alvin Kamara,Rob Kelley,Paul Richardson,Tyler Lockett,Kendall Wright,Julius Thomas,Matt Forte,Eagles ,BUF,NO,WAS,SEA,SEA,CHI,MIA,NYJ,PHI,5300,3500,3900,4200,4000,3900,2800,4200,2900,96.97,Scenario21,16,85.7
Cam Newton,Giovani Bernard,Chris Thompson,Robert Woods,Taylor Gabriel,Dez Bryant,Coby Fleener,Kenny Stills,Chargers ,CAR,CIN,WAS,LAR,ATL,DAL,NO,MIA,LAC,6500,4000,3800,3400,4000,6600,3100,3900,2800,92.3,Scenario21,17,93.02
Carson Wentz,Javorius Allen,Jamaal Charles,Brandon LaFell,Kenny Britt,Tavon Austin,Antonio Gates,Donte Moncrief,Lions ,PHI,BAL,DEN,CIN,CLE,LAR,LAC,IND,DET,5900,4100,4200,3700,4000,3500,3000,4000,3300,88.61,Scenario21,18,96.02
Jared Goff,Mike Tolbert,Frank Gore,Jermaine Kearse,Zay Jones,Josh Bellamy,Jared Cook,Martellus Bennett,Redskins ,LAR,BUF,IND,NYJ,BUF,CHI,OAK,GB,WAS,5100,3800,4000,3900,3500,3000,3300,3900,2900,86.07,Scenario21,19,83.02
Marcus Mariota,Thomas Rawls,Marlon Mack,Cole Beasley,Eli Rogers,Devin Funchess,Jesse James,D'Onta Foreman,Bills ,TEN,SEA,IND,DAL,PIT,CAR,PIT,HOU,BUF,6400,4600,3800,4300,3600,3900,3200,4100,2700,80.79,Scenario21,20,63.3
Eli Manning,Jeremy Hill,Joe Mixon,Robby Anderson,Bennie Fowler,Breshad Perriman,Virgil Green,Chris Carson,Cowboys ,NYG,CIN,CIN,NYJ,DEN,BAL,DEN,SEA,DAL,5300,3900,5000,3400,3000,3100,2700,4100,2600,77.68,Scenario21,21,49.26
Trevor Siemian,Duke Johnson Jr.,Andre Ellington,Torrey Smith,Adam Humphries,Albert Wilson,George Kittle,Chris Johnson,Giants ,DEN,CLE,ARI,PHI,TB,KC,SF,ARI,NYG,4900,3900,4000,3600,3600,3300,2500,3000,3400,73.5,Scenario21,22,72.64
Andy Dalton,Matt Breida,Wendell Smallwood,Terrance Williams,Seth Roberts,Russell Shepard,Seth DeValve,Derrick Henry,Chiefs ,CIN,SF,PHI,DAL,OAK,CAR,CLE,TEN,KC,5500,3800,3800,3600,3400,3500,2500,5500,2900,69.13,Scenario21,23,56.84
DeShone Kizer,Branden Oliver,Paul Perkins,John Ross,Jaron Brown,Chris Conley,Jack Doyle,Rex Burkhead,Vikings ,CLE,LAC,NYG,CIN,ARI,KC,IND,NE,MIN,5100,4000,3800,3300,3200,3200,2900,3900,2700,64.45,Scenario21,24,65.48
Dak Prescott,Alfred Morris,Charcandrick West,ArDarius Stewart,Brandon Coleman,Marquise Goodwin,Hunter Henry,Will Tye,Dolphins ,DAL,DAL,KC,NYJ,NO,SF,LAC,NYJ,MIA,5600,4500,4000,3200,3300,3500,3600,2600,2600,57.94,Scenario21,25,60.12
Jay Cutler,Damien Williams,Dwayne Washington,Kamar Aiken,Phillip Dorsett,Jaelen Strong,Dwayne Allen,Benjamin Watson,Packers ,MIA,MIA,DET,IND,NE,HOU,NE,BAL,GB,5400,3800,3800,3000,3900,3500,2500,2600,2300,43.94,Scenario21,26,49.7
Brian Hoyer,T.J. Yeldon,C.J. Prosise,Arrelious Benn,Josh Doctson,Aldrick Robinson,Nick Boyle,Deonte Thompson,Falcons ,SF,JAX,SEA,JAX,WAS,SF,BAL,CHI,ATL,4500,3900,3900,3000,3500,3000,2500,3000,2500,39.06,Scenario21,27,38.76
Josh McCown,Jerick McKinnon,Samaje Perine,Andre Holmes,Laquon Treadwell,Ricardo Louis,Ben Koyack,Tyler Higbee,Bears ,NYJ,MIN,WAS,BUF,MIN,CLE,JAX,LAR,CHI,4500,3200,3800,3000,3300,3000,2500,2600,2200,34.58,Scenario21,28,48.64
Mike Glennon,De'Angelo Henderson,Chris Ivory,Austin Carr,Vince Mayle,Isaiah McKenzie,Ifeanyi Momah,Braxton Miller,Colts ,CHI,DEN,JAX,NO,BAL,DEN,ARI,HOU,IND,4600,3600,3600,3100,3000,3000,2500,3400,2300,23.39,Scenario21,29,39.44
Deshaun Watson,James Conner,Danny Woodhead,Willie Snead,Kendrick Bourne,Chris Moore,Luke Stocker,Josh Hill,Browns ,HOU,PIT,BAL,NO,SF,BAL,TB,NO,CLE,4400,4500,4500,4500,3000,3000,2500,2500,2400,16.83,Scenario21,30,30.5
Jacoby Brissett,Malcolm Brown,DeAndre Washington,Curtis Samuel,Shelton Gibson,Jared Abbrederis,C.J. Fiedorowicz,Vernon Davis,Jets ,IND,LAR,OAK,CAR,PHI,DET,HOU,WAS,NYJ,4500,3900,4000,3200,3000,3000,3100,3000,2000,14.6,Scenario21,31,16.94
Case Keenum,Eddie Lacy,Alfred Blue,Trent Taylor,Jalin Marshall,Chad Hansen,Dion Sims,Nick Vannett,Saints ,MIN,SEA,HOU,SF,NYJ,NYJ,CHI,SEA,NO,4500,4200,4200,3000,3000,3000,2500,2500,2100,10.67,Scenario21,32,7.32
Matt Ryan,Ezekiel Elliott,Ty Montgomery,Kenny Golladay,Keenan Allen,Cooper Kupp,Rob Gronkowski,Travis Kelce,Steelers ,ATL,DAL,GB,DET,LAC,LAR,NE,KC,PIT,7500,7800,5800,4000,5800,4100,6900,5100,3000,159.24,Scenario22,1,142.08
Aaron Rodgers,Tarik Cohen,LeSean McCoy,A.J. Green,J.J. Nelson,Doug Baldwin,Delanie Walker,Jonathan Stewart,Patriots ,GB,CHI,BUF,CIN,ARI,SEA,TEN,CAR,NE,7400,4100,8600,7800,3800,6700,4700,4400,2500,151.27,Scenario22,2,118.42
Philip Rivers,C.J. Anderson,Terrance West,Marvin Jones Jr.,Julio Jones,Demaryius Thomas,Charles Clay,Le'Veon Bell,49ers ,LAC,DEN,BAL,DET,ATL,DEN,BUF,PIT,SF,5800,4700,5100,4200,9200,5900,3000,9800,2300,148.46,Scenario22,3,133.14
Tom Brady,Melvin Gordon,Jacquizz Rodgers,Tyrell Williams,DeAndre Hopkins,T.Y. Hilton,Tyler Eifert,Larry Fitzgerald,Cardinals ,NE,LAC,TB,LAC,HOU,IND,CIN,ARI,ARI,7900,7000,4400,4700,5800,5300,4300,6500,4100,146.15,Scenario22,4,122.18
Ben Roethlisberger,Jay Ajayi,Charles Sims,Davante Adams,Jordy Nelson,Corey Coleman,Zach Ertz,Terrelle Pryor Sr.,Raiders ,PIT,MIA,TB,GB,GB,CLE,PHI,WAS,OAK,6700,6400,3900,5600,7900,4700,5300,6000,3500,143.14,Scenario22,5,91.52
Drew Brees,Leonard Fournette,Devonta Freeman,Allen Hurns,Rishard Matthews,Jordan Matthews,Cameron Brate,Antonio Brown,Ravens ,NO,JAX,ATL,JAX,TEN,BUF,TB,PIT,BAL,7700,6500,7300,3900,4600,3900,3000,9400,3700,140.51,Scenario22,6,129.34
Carson Palmer,Todd Gurley II,Jordan Howard,DeSean Jackson,Emmanuel Sanders,Mike Evans,Greg Olsen,Eric Decker,Panthers ,ARI,LAR,CHI,TB,DEN,TB,CAR,TEN,CAR,6000,6800,5900,4900,5200,7700,5500,4400,3600,138.78,Scenario22,7,119.48
Joe Flacco,Marshawn Lynch,Kareem Hunt,Jeremy Maclin,Brandin Cooks,Jarvis Landry,Kyle Rudolph,Dalvin Cook,Buccaneers ,BAL,OAK,KC,BAL,NE,MIA,MIN,MIN,TB,5200,6000,6800,5000,8200,5500,4200,5900,3200,135.25,Scenario22,8,128.88
Kirk Cousins,Christian McCaffrey,Ameer Abdullah,Amari Cooper,Golden Tate,Michael Thomas,Eric Ebron,DeVante Parker,Broncos ,WAS,CAR,DET,OAK,DET,NO,DET,MIA,DEN,6100,5600,4100,8100,6800,7500,3000,5400,3400,132.31,Scenario22,9,96.9
Jameis Winston,Mike Gillislee,Theo Riddick,Tyreek Hill,Michael Crabtree,Randall Cobb,Jordan Reed,Carlos Hyde,Seahawks ,TB,NE,DET,KC,OAK,GB,WAS,SF,SEA,6300,5700,4500,6200,7100,5900,5200,4900,4000,125.23,Scenario22,10,124.76
Russell Wilson,LeGarrette Blount,DeMarco Murray,Alshon Jeffery,Stefon Diggs,Pierre Garcon,Jimmy Graham,Martavis Bryant,Titans ,SEA,PHI,TEN,PHI,MIN,SF,SEA,PIT,TEN,6800,4400,6300,5700,6100,4900,4900,5500,3300,118.09,Scenario22,11,81.92
Derek Carr,Mark Ingram,James White,Brandon Marshall,Sammy Watkins,Kelvin Benjamin,Austin Hooper,Ted Ginn Jr.,Jaguars ,OAK,NO,NE,NYG,LAR,CAR,ATL,NO,JAX,7200,4900,4000,5000,5200,5600,3500,4800,3100,113.78,Scenario22,12,78.9
Alex Smith,Bilal Powell,Isaiah Crowell,Odell Beckham Jr.,Nelson Agholor,Adam Thielen,Jason Witten,Jamison Crowder,Texans ,KC,NYJ,CLE,NYG,PHI,MIN,DAL,WAS,HOU,5700,5000,4900,8000,4400,5000,3400,4900,3100,110.11,Scenario22,13,88.54
Matthew Stafford,Shane Vereen,Tevin Coleman,Sterling Shepard,Mike Wallace,Chris Hogan,Zach Miller,Mohamed Sanu,Rams ,DET,NYG,ATL,NYG,BAL,NE,CHI,ATL,LAR,5800,4000,5300,4700,3900,5600,2900,4500,3000,105.32,Scenario22,14,86.38
Blake Bortles,Lamar Miller,Darren Sproles,Marqise Lee,Travis Benjamin,Corey Davis,Evan Engram,Kerwynn Williams,Bengals ,JAX,HOU,PHI,JAX,LAC,TEN,NYG,ARI,CIN,4400,5300,3900,3800,3500,4100,3200,4800,3900,99.79,Scenario22,15,75.48
Tyrod Taylor,Alvin Kamara,Rob Kelley,Paul Richardson,Tyler Lockett,Kendall Wright,Julius Thomas,Matt Forte,Eagles ,BUF,NO,WAS,SEA,SEA,CHI,MIA,NYJ,PHI,5300,3500,3900,4200,4000,3900,2800,4200,2900,96.97,Scenario22,16,85.7
Cam Newton,Giovani Bernard,Chris Thompson,Robert Woods,Taylor Gabriel,Dez Bryant,Coby Fleener,Kenny Stills,Chargers ,CAR,CIN,WAS,LAR,ATL,DAL,NO,MIA,LAC,6500,4000,3800,3400,4000,6600,3100,3900,2800,92.3,Scenario22,17,93.02
Carson Wentz,Javorius Allen,Jamaal Charles,Brandon LaFell,Kenny Britt,Tavon Austin,Antonio Gates,Donte Moncrief,Lions ,PHI,BAL,DEN,CIN,CLE,LAR,LAC,IND,DET,5900,4100,4200,3700,4000,3500,3000,4000,3300,88.61,Scenario22,18,96.02
Jared Goff,Mike Tolbert,Frank Gore,Jermaine Kearse,Zay Jones,Josh Bellamy,Jared Cook,Martellus Bennett,Redskins ,LAR,BUF,IND,NYJ,BUF,CHI,OAK,GB,WAS,5100,3800,4000,3900,3500,3000,3300,3900,2900,86.07,Scenario22,19,83.02
Marcus Mariota,Thomas Rawls,Marlon Mack,Cole Beasley,Eli Rogers,Devin Funchess,Jesse James,D'Onta Foreman,Bills ,TEN,SEA,IND,DAL,PIT,CAR,PIT,HOU,BUF,6400,4600,3800,4300,3600,3900,3200,4100,2700,80.79,Scenario22,20,63.3
Eli Manning,Jeremy Hill,Joe Mixon,Robby Anderson,Bennie Fowler,Breshad Perriman,Virgil Green,Chris Carson,Cowboys ,NYG,CIN,CIN,NYJ,DEN,BAL,DEN,SEA,DAL,5300,3900,5000,3400,3000,3100,2700,4100,2600,77.68,Scenario22,21,49.26
Trevor Siemian,Duke Johnson Jr.,Andre Ellington,Torrey Smith,Adam Humphries,Albert Wilson,George Kittle,Chris Johnson,Giants ,DEN,CLE,ARI,PHI,TB,KC,SF,ARI,NYG,4900,3900,4000,3600,3600,3300,2500,3000,3400,73.5,Scenario22,22,72.64
Andy Dalton,Matt Breida,Wendell Smallwood,Terrance Williams,Seth Roberts,Russell Shepard,Seth DeValve,Derrick Henry,Chiefs ,CIN,SF,PHI,DAL,OAK,CAR,CLE,TEN,KC,5500,3800,3800,3600,3400,3500,2500,5500,2900,69.13,Scenario22,23,56.84
DeShone Kizer,Branden Oliver,Paul Perkins,John Ross,Jaron Brown,Chris Conley,Jack Doyle,Rex Burkhead,Vikings ,CLE,LAC,NYG,CIN,ARI,KC,IND,NE,MIN,5100,4000,3800,3300,3200,3200,2900,3900,2700,64.45,Scenario22,24,65.48
Dak Prescott,Alfred Morris,Charcandrick West,ArDarius Stewart,Brandon Coleman,Marquise Goodwin,Hunter Henry,Will Tye,Dolphins ,DAL,DAL,KC,NYJ,NO,SF,LAC,NYJ,MIA,5600,4500,4000,3200,3300,3500,3600,2600,2600,57.94,Scenario22,25,60.12
Jay Cutler,Damien Williams,Dwayne Washington,Kamar Aiken,Phillip Dorsett,Jaelen Strong,Dwayne Allen,Benjamin Watson,Packers ,MIA,MIA,DET,IND,NE,HOU,NE,BAL,GB,5400,3800,3800,3000,3900,3500,2500,2600,2300,43.94,Scenario22,26,49.7
Brian Hoyer,T.J. Yeldon,C.J. Prosise,Arrelious Benn,Josh Doctson,Aldrick Robinson,Nick Boyle,Deonte Thompson,Falcons ,SF,JAX,SEA,JAX,WAS,SF,BAL,CHI,ATL,4500,3900,3900,3000,3500,3000,2500,3000,2500,39.06,Scenario22,27,38.76
Josh McCown,Jerick McKinnon,Samaje Perine,Andre Holmes,Laquon Treadwell,Ricardo Louis,Ben Koyack,Tyler Higbee,Bears ,NYJ,MIN,WAS,BUF,MIN,CLE,JAX,LAR,CHI,4500,3200,3800,3000,3300,3000,2500,2600,2200,34.58,Scenario22,28,48.64
Mike Glennon,De'Angelo Henderson,Chris Ivory,Austin Carr,Vince Mayle,Isaiah McKenzie,Ifeanyi Momah,Braxton Miller,Colts ,CHI,DEN,JAX,NO,BAL,DEN,ARI,HOU,IND,4600,3600,3600,3100,3000,3000,2500,3400,2300,23.39,Scenario22,29,39.44
Deshaun Watson,James Conner,Danny Woodhead,Willie Snead,Kendrick Bourne,Chris Moore,Luke Stocker,Josh Hill,Browns ,HOU,PIT,BAL,NO,SF,BAL,TB,NO,CLE,4400,4500,4500,4500,3000,3000,2500,2500,2400,16.83,Scenario22,30,30.5
Jacoby Brissett,Malcolm Brown,DeAndre Washington,Curtis Samuel,Shelton Gibson,Jared Abbrederis,C.J. Fiedorowicz,Vernon Davis,Jets ,IND,LAR,OAK,CAR,PHI,DET,HOU,WAS,NYJ,4500,3900,4000,3200,3000,3000,3100,3000,2000,14.6,Scenario22,31,16.94
Case Keenum,Eddie Lacy,Alfred Blue,Trent Taylor,Jalin Marshall,Chad Hansen,Dion Sims,Nick Vannett,Saints ,MIN,SEA,HOU,SF,NYJ,NYJ,CHI,SEA,NO,4500,4200,4200,3000,3000,3000,2500,2500,2100,10.67,Scenario22,32,7.32
Matt Ryan,Ezekiel Elliott,Ty Montgomery,Kenny Golladay,Keenan Allen,Cooper Kupp,Rob Gronkowski,Travis Kelce,Steelers ,ATL,DAL,GB,DET,LAC,LAR,NE,KC,PIT,7500,7800,5800,4000,5800,4100,6900,5100,3000,159.24,Scenario23,1,142.08
Aaron Rodgers,Tarik Cohen,LeSean McCoy,A.J. Green,J.J. Nelson,Doug Baldwin,Delanie Walker,Jonathan Stewart,Patriots ,GB,CHI,BUF,CIN,ARI,SEA,TEN,CAR,NE,7400,4100,8600,7800,3800,6700,4700,4400,2500,151.27,Scenario23,2,118.42
Philip Rivers,C.J. Anderson,Terrance West,Marvin Jones Jr.,Julio Jones,Demaryius Thomas,Charles Clay,Le'Veon Bell,49ers ,LAC,DEN,BAL,DET,ATL,DEN,BUF,PIT,SF,5800,4700,5100,4200,9200,5900,3000,9800,2300,148.46,Scenario23,3,133.14
Tom Brady,Melvin Gordon,Jacquizz Rodgers,Tyrell Williams,DeAndre Hopkins,T.Y. Hilton,Tyler Eifert,Larry Fitzgerald,Cardinals ,NE,LAC,TB,LAC,HOU,IND,CIN,ARI,ARI,7900,7000,4400,4700,5800,5300,4300,6500,4100,146.15,Scenario23,4,122.18
Ben Roethlisberger,Jay Ajayi,Charles Sims,Davante Adams,Jordy Nelson,Corey Coleman,Zach Ertz,Terrelle Pryor Sr.,Raiders ,PIT,MIA,TB,GB,GB,CLE,PHI,WAS,OAK,6700,6400,3900,5600,7900,4700,5300,6000,3500,143.14,Scenario23,5,91.52
Drew Brees,Leonard Fournette,Devonta Freeman,Allen Hurns,Rishard Matthews,Jordan Matthews,Cameron Brate,Antonio Brown,Ravens ,NO,JAX,ATL,JAX,TEN,BUF,TB,PIT,BAL,7700,6500,7300,3900,4600,3900,3000,9400,3700,140.51,Scenario23,6,129.34
Carson Palmer,Todd Gurley II,Jordan Howard,DeSean Jackson,Emmanuel Sanders,Mike Evans,Greg Olsen,Eric Decker,Panthers ,ARI,LAR,CHI,TB,DEN,TB,CAR,TEN,CAR,6000,6800,5900,4900,5200,7700,5500,4400,3600,138.78,Scenario23,7,119.48
Joe Flacco,Marshawn Lynch,Kareem Hunt,Jeremy Maclin,Brandin Cooks,Jarvis Landry,Kyle Rudolph,Dalvin Cook,Buccaneers ,BAL,OAK,KC,BAL,NE,MIA,MIN,MIN,TB,5200,6000,6800,5000,8200,5500,4200,5900,3200,135.25,Scenario23,8,128.88
Kirk Cousins,Christian McCaffrey,Ameer Abdullah,Amari Cooper,Golden Tate,Michael Thomas,Eric Ebron,DeVante Parker,Broncos ,WAS,CAR,DET,OAK,DET,NO,DET,MIA,DEN,6100,5600,4100,8100,6800,7500,3000,5400,3400,132.31,Scenario23,9,96.9
Jameis Winston,Mike Gillislee,Theo Riddick,Tyreek Hill,Michael Crabtree,Randall Cobb,Jordan Reed,Carlos Hyde,Seahawks ,TB,NE,DET,KC,OAK,GB,WAS,SF,SEA,6300,5700,4500,6200,7100,5900,5200,4900,4000,125.23,Scenario23,10,124.76
Russell Wilson,LeGarrette Blount,DeMarco Murray,Alshon Jeffery,Stefon Diggs,Pierre Garcon,Jimmy Graham,Martavis Bryant,Titans ,SEA,PHI,TEN,PHI,MIN,SF,SEA,PIT,TEN,6800,4400,6300,5700,6100,4900,4900,5500,3300,118.09,Scenario23,11,81.92
Derek Carr,Mark Ingram,James White,Brandon Marshall,Sammy Watkins,Kelvin Benjamin,Austin Hooper,Ted Ginn Jr.,Jaguars ,OAK,NO,NE,NYG,LAR,CAR,ATL,NO,JAX,7200,4900,4000,5000,5200,5600,3500,4800,3100,113.78,Scenario23,12,78.9
Alex Smith,Bilal Powell,Isaiah Crowell,Odell Beckham Jr.,Nelson Agholor,Adam Thielen,Jason Witten,Jamison Crowder,Texans ,KC,NYJ,CLE,NYG,PHI,MIN,DAL,WAS,HOU,5700,5000,4900,8000,4400,5000,3400,4900,3100,110.11,Scenario23,13,88.54
Matthew Stafford,Shane Vereen,Tevin Coleman,Sterling Shepard,Mike Wallace,Chris Hogan,Zach Miller,Mohamed Sanu,Rams ,DET,NYG,ATL,NYG,BAL,NE,CHI,ATL,LAR,5800,4000,5300,4700,3900,5600,2900,4500,3000,105.32,Scenario23,14,86.38
Blake Bortles,Lamar Miller,Darren Sproles,Marqise Lee,Travis Benjamin,Corey Davis,Evan Engram,Kerwynn Williams,Bengals ,JAX,HOU,PHI,JAX,LAC,TEN,NYG,ARI,CIN,4400,5300,3900,3800,3500,4100,3200,4800,3900,99.79,Scenario23,15,75.48
Tyrod Taylor,Alvin Kamara,Rob Kelley,Paul Richardson,Tyler Lockett,Kendall Wright,Julius Thomas,Matt Forte,Eagles ,BUF,NO,WAS,SEA,SEA,CHI,MIA,NYJ,PHI,5300,3500,3900,4200,4000,3900,2800,4200,2900,96.97,Scenario23,16,85.7
Cam Newton,Giovani Bernard,Chris Thompson,Robert Woods,Taylor Gabriel,Dez Bryant,Coby Fleener,Kenny Stills,Chargers ,CAR,CIN,WAS,LAR,ATL,DAL,NO,MIA,LAC,6500,4000,3800,3400,4000,6600,3100,3900,2800,92.3,Scenario23,17,93.02
Carson Wentz,Javorius Allen,Jamaal Charles,Brandon LaFell,Kenny Britt,Tavon Austin,Antonio Gates,Donte Moncrief,Lions ,PHI,BAL,DEN,CIN,CLE,LAR,LAC,IND,DET,5900,4100,4200,3700,4000,3500,3000,4000,3300,88.61,Scenario23,18,96.02
Jared Goff,Mike Tolbert,Frank Gore,Jermaine Kearse,Zay Jones,Josh Bellamy,Jared Cook,Martellus Bennett,Redskins ,LAR,BUF,IND,NYJ,BUF,CHI,OAK,GB,WAS,5100,3800,4000,3900,3500,3000,3300,3900,2900,86.07,Scenario23,19,83.02
Marcus Mariota,Thomas Rawls,Marlon Mack,Cole Beasley,Eli Rogers,Devin Funchess,Jesse James,D'Onta Foreman,Bills ,TEN,SEA,IND,DAL,PIT,CAR,PIT,HOU,BUF,6400,4600,3800,4300,3600,3900,3200,4100,2700,80.79,Scenario23,20,63.3
Eli Manning,Jeremy Hill,Joe Mixon,Robby Anderson,Bennie Fowler,Breshad Perriman,Virgil Green,Chris Carson,Cowboys ,NYG,CIN,CIN,NYJ,DEN,BAL,DEN,SEA,DAL,5300,3900,5000,3400,3000,3100,2700,4100,2600,77.68,Scenario23,21,49.26
Trevor Siemian,Duke Johnson Jr.,Andre Ellington,Torrey Smith,Adam Humphries,Albert Wilson,George Kittle,Chris Johnson,Giants ,DEN,CLE,ARI,PHI,TB,KC,SF,ARI,NYG,4900,3900,4000,3600,3600,3300,2500,3000,3400,73.5,Scenario23,22,72.64
